distance,altitude,latitude,longitude
0.0,2.2800000000000002,52.3437900,4.8534500
8.929578085008378,2.23,52.3438700,4.8534400
18.969239486209112,1.9600000000000004,52.3439600,4.8534500
35.472786260550926,1.6600000000000001,52.3441000,4.8535300
51.85043784816966,1.52,52.3442100,4.8536900
68.23162100142892,1.3800000000000001,52.3442700,4.8539100
79.1103821391889,1.3900000000000001,52.3442700,4.8540700
89.54930193328833,1.3900000000000001,52.3442500,4.8542200
106.43867503381809,1.67,52.3441600,4.8544200
124.69765565818518,1.87,52.3440200,4.8545600
155.37438519525716,2.39,52.3437700,4.8547500
177.34205809621338,2.4400000000000004,52.3436200,4.8549600
188.27776215756305,2.43,52.3436100,4.8551200
240.95008155513312,2.6,52.3437500,4.8558600
266.5103814938865,2.6,52.3438600,4.8561900
310.0778130302721,2.65,52.3440800,4.8567200
389.8175706575921,2.36,52.3447800,4.8564700
400.9678874963378,2.19,52.3448800,4.8564600
410.10219594708406,1.51,52.3449600,4.8564900
418.3024352354787,1.68,52.3450200,4.8565600
426.5735523793161,1.68,52.3450700,4.8566500
438.79279326672224,1.68,52.3451200,4.8568100
473.0071194104308,2.36,52.3451900,4.8573000
479.22668345408385,2.4000000000000004,52.3452000,4.8573900
487.02988611508664,2.47,52.3452200,4.8575000
491.9176396550517,2.48,52.3452300,4.8575700
506.87363147258543,2.66,52.3452700,4.8577800
518.0859627909085,2.8100000000000005,52.3453700,4.8578000
522.5377899683729,2.87,52.3454100,4.8578000
609.3810269793705,3.3100000000000005,52.3461900,4.8577650
696.2242639921128,4.010000000000001,52.3469700,4.8577300
783.0675010066694,4.68,52.3477500,4.8576950
869.910739822875,3.56,52.3485300,4.8576600
918.7051808541382,2.9899999999999998,52.3489600,4.8575200
961.0193904257387,3.21,52.3493400,4.8575000
968.5934839035459,3.45,52.3493700,4.8576000
976.4185058862663,3.6100000000000003,52.3494300,4.8576600
986.2938106511045,3.6100000000000003,52.3494800,4.8577800
997.921339865419,3.6100000000000003,52.3495600,4.8578900
1005.4144572426751,4.68,52.3496200,4.8579400
1014.3440285019198,4.68,52.3497000,4.8579500
1022.2524853781996,4.68,52.3497700,4.8579300
1033.9899884086985,4.68,52.3498600,4.8578400
1050.2425527752694,4.21,52.3499400,4.8576400
1059.356411583234,3.91,52.3499600,4.8575100
1069.4427604753728,3.6600000000000006,52.3499900,4.8573700
1077.6426854912,3.5,52.3500500,4.8573000
1082.5299337694844,3.3000000000000003,52.3500400,4.8572300
1180.0849196065915,4.390000000000001,52.3508800,4.8568200
1220.184248331059,4.46,52.3512300,4.8566800
1226.7050256250604,4.580000000000001,52.3512800,4.8566300
1230.6174910395212,4.62,52.3513100,4.8566000
